,Datetime,Latitude,Longitude,Status Flags,Enclosure Press Ave,Enclosure Temp Ave,Enclosure RH Ave,PCB Temp Ave,Zero Temp Ave,Zero Temp SD,Zero Press Ave,Zero Press SD,Zero CO2 Ave,Zero CO2 SD,Zero RH Ave,Zero RH SD,Zero RH Temp Ave,Zero RH Temp SD,Zero Raw 1,Zero Raw 2,Span Pump On Temp Ave,Span Pump On Temp SD,Span Pump On Press Ave,Span Pump On Press SD,Span Pump On CO2 Ave,Span Pump On CO2 SD,Span Pump On RH Ave,Span Pump On RH SD,Span Pump On RH Temp Ave,Span Pump On RH Temp SD,Span Pre Temp Ave,Span Pre Temp SD,Span Pre Press Ave,Span Pre Press SD,Span Pre CO2 Ave,Span Pre CO2 SD,Span Pre RH Ave,Span Pre RH SD,Span Pre RH Temp Ave,Span Pre RH Temp SD,Span Pre Raw 1,Span Pre Raw 2,Span Post Temp Ave,Span Post Temp SD,Span Post Press Ave,Span Post Press SD,Span Post CO2 Ave,Span Post CO2 SD,Span Post RH Ave,Span Post RH SD,Span Post RH Temp Ave,Span Post RH Temp SD,Span Post Raw 1,Span Post Raw 2,EQ Pump On Temp Ave,EQ Pump On Temp SD,EQ Pump On Press Ave,EQ Pump On Press SD,EQ Pump On CO2 Ave,EQ Pump On CO2 SD,EQ Pump On RH Ave,EQ Pump On RH SD,EQ Pump On RH Temp Ave,EQ Pump On RH Temp SD,EQ Temp Ave,EQ Temp SD,EQ Press Ave,EQ Press SD,EQ CO2 Ave,EQ CO2 SD,EQ RH Ave,EQ RH SD,EQ RH Temp Ave,EQ RH Temp SD,EQ Raw 1,EQ Raw 2,Air Pump On Temp Ave,Air Pump On Temp SD,Air Pump On Press Ave,Air Pump On Press SD,Air Pump On CO2 Ave,Air Pump On CO2 SD,Air Pump On RH Ave,Air Pump On RH SD,Air Pump On RH Temp Ave,Air Pump On RH Temp SD,Air Temp Ave,Air Temp SD,Air Press Ave,Air Press SD,Air CO2 Ave,Air CO2 SD,Air RH Ave,Air RH SD,Air RH Temp Ave,Air RH Temp SD,Air Raw 1,Air Raw 2,Zero Cal K,Span Cal K,Ocean CO2 Ave,Atmosphere CO2 Ave,PH Int,PH Ext,FET Temp,FET Voltage Int,FET Voltage Ext,Voltage Thermistor,Supply Voltage,Supply Current,Enclosure RH,SeaFET Status,CTD Temp,CTD Conductivity,O2 Phase Delay,O2 Therm Voltage,O2 Calculated,O2 Temp,time,longitude,latitude,Salinity
915,2023/3/16 9:52:29,-3740.1,1654.26,0,114.37,28.09,46.4,35.5,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.02,0.11,359.97,1.5,13.9,0.02,30.89,0.05,51.33,0.0,101.35,0.05,357.41,0.65,14.1,0.03,31.25,0.075,3641540.0,3879920.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97467,0.709354,357.38,-50.0,8.0629,8.0805,19.702,-0.90826,-0.862177,-21.4748,0,195,30.5,0,19.5827,4.78838,0,0,0,0,2023-03-16 09:52:29,16.904333333333334,-37.66833333333333,35.32202878108527
914,2023/3/16 10:7:29,-3740.59,1653.88,0,114.36,28.08,46.4,35.5,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,93.99,0.19,358.83,1.6,13.9,0.03,30.89,0.044,51.33,0.0,101.32,0.03,356.83,0.69,14.1,0.03,31.26,0.082,3641990.0,3879870.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97467,0.709354,356.8,-50.0,8.063,8.0808,19.6594,-0.908264,-0.862189,-21.4748,0,196,30.5,0,19.5356,4.70675,0,0,0,0,2023-03-16 10:07:29,16.898000000000003,-37.676500000000004,34.686249798002066
913,2023/3/16 10:22:29,-3740.81,1653.22,0,114.35,28.07,46.4,35.4,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,93.94,0.15,359.32,1.52,13.9,0.03,30.91,0.044,51.33,0.0,101.27,0.04,357.02,0.77,14.1,0.03,31.26,0.082,3642050.0,3879890.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97467,0.709354,356.99,-50.0,8.0628,8.0812,19.613,-0.908282,-0.862205,-21.4748,0,195,30.5,0,19.4863,4.78593,0,0,0,0,2023-03-16 10:22:29,16.887,-37.680166666666665,35.38338823741221
912,2023/3/16 10:37:29,-3740.87,1652.63,0,114.35,28.06,46.4,35.5,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.05,0.28,359.23,2.5,13.9,0.03,30.96,0.04,51.33,0.0,101.24,0.02,357.11,0.6,14.1,0.03,31.3,0.078,3642060.0,3879880.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97467,0.709354,357.08,-50.0,8.0649,8.0794,19.5759,-0.908164,-0.862332,-21.4748,0,195,30.5,0,19.4543,4.77912,0,0,0,0,2023-03-16 10:37:29,16.877166666666668,-37.68116666666666,35.354005935131404
911,2023/3/16 10:52:29,-3740.7,1652.11,0,114.35,28.04,46.4,35.4,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,93.93,0.13,360.05,1.25,13.9,0.02,30.9,0.036,51.33,0.0,101.31,0.07,357.78,0.6,14.1,0.02,31.25,0.08,3641420.0,3879920.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97467,0.709354,357.75,-50.0,8.0647,8.0801,19.6817,-0.908157,-0.862213,-21.4748,0,195,30.5,0,19.5667,4.79397,0,0,0,0,2023-03-16 10:52:29,16.868499999999997,-37.67833333333333,35.38187442050545
910,2023/3/16 11:7:29,-3740.52,1651.62,0,114.36,28.04,46.4,35.5,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.02,0.23,358.37,2.8,13.9,0.02,30.89,0.045,51.33,0.0,101.26,0.04,356.57,0.8,14.1,0.03,31.25,0.086,3642430.0,3879920.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.97467,0.709354,356.54,-50.0,8.0659,8.0815,19.766,-0.908074,-0.862068,-21.4748,0,196,30.5,0,19.6775,4.80594,0,0,0,0,2023-03-16 11:07:29,16.860333333333333,-37.675333333333334,35.3870987474404
909,2023/3/16 11:22:29,-3740.22,1651.46,0,114.43,28.29,46.4,35.7,51.33,0.0,104.51,0.01,0.23,0.34,13.8,0.01,30.86,0.036,3981790.0,3881230.0,51.33,0.0,95.57,0.02,402.87,0.61,13.9,0.03,30.86,0.051,51.33,0.0,101.24,0.03,400.82,0.65,14.1,0.01,31.21,0.091,3611660.0,3879880.0,51.33,0.0,101.26,0.02,399.88,0.81,14.4,0.03,31.32,0.059,3611660.0,3879830.0,51.33,0.0,93.89,0.1,360.81,1.28,13.9,0.03,30.95,0.034,51.33,0.0,101.18,0.03,358.51,0.68,14.1,0.03,31.29,0.079,3640570.0,3879900.0,51.33,0.0,93.74,0.01,417.66,0.76,13.8,0.01,30.88,0.047,51.33,0.0,101.22,0.03,414.9,0.73,14.1,0.03,31.25,0.081,3601760.0,3879820.0,0.974737,0.708325,358.46,414.83,8.0621,8.0784,20.0019,-0.908253,-0.862074,-21.4748,0,198,30.5,0,19.922,4.83463,0,0,0,0,2023-03-16 11:22:29,16.857666666666667,-37.67033333333333,35.41704247039305
908,2023/3/16 11:51:34,-3739.63,1651.15,0,114.47,28.37,46.3,35.9,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,93.74,0.12,361.07,1.76,13.9,0.02,31.02,0.039,51.33,0.0,101.19,0.07,358.85,0.71,14.1,0.03,31.35,0.078,3640370.0,3879990.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974737,0.708325,358.81,-50.0,8.0614,8.0786,20.0461,-0.908285,-0.862028,-21.4748,0,199,30.5,0,19.9659,4.83928,0,0,0,0,2023-03-16 11:51:34,16.852500000000003,-37.6605,35.41823544321049
907,2023/3/16 12:6:34,-3739.32,1651.27,0,114.47,28.37,46.2,35.8,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,94.02,0.64,361.22,3.5,13.9,0.04,31.1,0.048,51.33,0.007,101.2,0.03,359.17,0.57,14.2,0.01,31.45,0.077,3640060.0,3879940.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974737,0.708325,359.13,-50.0,8.06,8.078,20.0966,-0.908364,-0.862025,-21.4748,0,199,30.6,0,20.0063,4.84482,0,0,0,0,2023-03-16 12:06:34,16.854499999999998,-37.65533333333334,35.42967519975836
906,2023/3/16 12:21:34,-3739.02,1651.44,0,114.47,28.37,46.2,35.9,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,93.7,0.07,362.18,1.12,13.9,0.03,31.12,0.039,51.33,0.0,101.17,0.06,359.94,0.72,14.2,0.0,31.47,0.079,3639680.0,3880000.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974737,0.708325,359.9,-50.0,8.059,8.0779,20.1679,-0.908404,-0.861983,-21.4748,0,200,30.6,0,20.0809,4.85338,0,0,0,0,2023-03-16 12:21:34,16.857333333333333,-37.650333333333336,35.437037312878765
905,2023/3/16 12:36:34,-3738.7,1651.6,0,114.46,28.38,46.2,35.8,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,93.84,0.38,361.3,2.78,13.9,0.03,31.14,0.037,51.33,0.0,101.15,0.02,358.81,0.85,14.2,0.01,31.47,0.079,3640530.0,3879970.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974737,0.708325,358.78,-50.0,8.0603,8.0792,20.1903,-0.908326,-0.861891,-21.4748,0,201,30.6,0,20.0945,4.85539,0,0,0,0,2023-03-16 12:36:34,16.86,-37.644999999999996,35.442058334219006
904,2023/3/16 12:51:34,-3738.51,1652.02,0,114.47,28.4,46.3,35.9,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,93.17,0.54,361.33,4.23,13.9,0.04,31.15,0.042,51.33,0.0,101.16,0.08,358.89,0.64,14.2,0.04,31.5,0.082,3640430.0,3879960.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974737,0.708325,358.86,-50.0,8.0596,8.0786,20.1903,-0.90837,-0.861926,-21.4748,0,201,30.6,0,20.0799,4.85413,0,0,0,0,2023-03-16 12:51:34,16.867,-37.64183333333334,35.44402951249214
903,2023/3/16 13:6:34,-3738.35,1652.51,0,114.47,28.4,46.3,35.8,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,93.68,0.1,362.76,1.18,13.9,0.03,31.14,0.047,51.33,0.0,101.16,0.08,360.34,0.86,14.2,0.04,31.51,0.085,3639420.0,3879970.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974737,0.708325,360.3,-50.0,8.0586,8.0777,20.1689,-0.908431,-0.861992,-21.4748,0,201,30.6,0,20.0535,4.85067,0,0,0,0,2023-03-16 13:06:34,16.875166666666665,-37.63916666666667,35.437899798307036
899,2023/3/16 13:21:34,-3738.32,1653.09,0,114.46,28.41,46.3,35.9,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,93.54,0.18,361.27,2.12,13.9,0.02,31.17,0.041,51.33,0.0,101.18,0.24,358.79,1.36,14.2,0.02,31.5,0.084,3640380.0,3879920.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974737,0.708325,358.77,-50.0,8.0611,8.0795,20.1958,-0.908279,-0.861869,-21.4748,0,201,30.7,0,20.0852,4.85429,0,0,0,0,2023-03-16 13:21:34,16.884833333333333,-37.63866666666667,35.44087564717156
900,2023/3/16 13:36:34,-3738.53,1653.73,0,114.46,28.4,46.3,35.8,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,93.75,0.15,362.32,1.82,13.9,0.02,31.15,0.048,51.33,0.0,101.13,0.03,359.84,0.72,14.2,0.02,31.52,0.078,3639870.0,3879980.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974737,0.708325,359.82,-50.0,8.0606,8.0791,20.193,-0.90831,-0.861894,-21.4748,0,201,30.7,0,20.0767,4.85354,0,0,0,0,2023-03-16 13:36:34,16.895500000000002,-37.64216666666667,35.44188804588562
902,2023/3/16 13:51:34,-3738.55,1654.33,0,114.46,28.41,46.3,35.9,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,93.66,0.21,362.27,2.48,13.9,0.02,31.18,0.046,51.33,0.0,101.08,0.05,359.75,0.72,14.2,0.0,31.53,0.081,3640020.0,3879900.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974737,0.708325,359.73,-50.0,8.0595,8.0777,20.1747,-0.908375,-0.861987,-21.4748,0,201,30.7,0,20.055,4.85102,0,0,0,0,2023-03-16 13:51:34,16.9055,-37.642500000000005,35.43950687403397
901,2023/3/16 14:6:34,-3738.56,1654.93,0,114.45,28.41,46.3,35.8,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,93.62,0.9,360.7,5.09,13.9,0.04,31.16,0.042,51.33,0.0,101.11,0.07,357.88,0.88,14.2,0.02,31.52,0.082,3641240.0,3879870.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974737,0.708325,357.85,-50.0,8.0604,8.0793,20.1615,-0.908326,-0.861903,-21.4748,0,201,30.7,0,20.041,4.84916,0,0,0,0,2023-03-16 14:06:34,16.9155,-37.64266666666666,35.4360464534763
898,2023/3/16 14:21:34,-3738.59,1655.55,0,114.46,28.4,46.3,35.8,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,93.46,0.4,360.75,3.8,13.9,0.04,31.15,0.04,51.33,0.0,101.1,0.03,358.49,0.76,14.2,0.03,31.49,0.077,3640800.0,3879840.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974737,0.708325,358.46,-50.0,8.0616,8.0798,20.1313,-0.908262,-0.8619,-21.4748,0,200,30.7,0,20.0033,4.84517,0,0,0,0,2023-03-16 14:21:34,16.925833333333333,-37.643166666666666,35.435079315757356
897,2023/3/16 14:36:34,-3738.79,1656.17,0,114.45,28.38,46.3,35.8,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,93.82,0.84,359.15,5.68,13.9,0.04,31.13,0.031,51.33,0.0,101.03,0.07,356.1,0.87,14.2,0.04,31.46,0.077,3642800.0,3879890.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974737,0.708325,356.06,-50.0,8.0633,8.0815,20.0492,-0.908175,-0.861859,-21.4748,0,200,30.7,0,19.9077,4.83467,0,0,0,0,2023-03-16 14:36:34,16.93616666666667,-37.646499999999996,35.42944351753509
896,2023/3/16 14:51:34,-3739.09,1656.74,0,114.42,28.33,46.3,35.8,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,92.62,0.43,356.23,3.37,13.9,0.04,31.13,0.04,51.33,0.0,100.99,0.05,353.75,0.94,14.2,0.03,31.47,0.082,3644540.0,3879840.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974737,0.708325,353.71,-50.0,8.0658,8.084,19.8021,-0.908077,-0.861896,-21.4748,0,199,30.7,0,19.4486,4.65876,0,0,0,0,2023-03-16 14:51:34,16.945666666666668,-37.651500000000006,34.361547240633534
895,2023/3/16 15:6:35,-3739.67,1657.04,0,114.37,28.26,46.3,35.7,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,93.38,0.08,357.72,1.09,13.9,0.03,31.07,0.037,51.33,0.0,100.96,0.04,355.42,0.67,14.2,0.01,31.41,0.079,3643460.0,3879840.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974737,0.708325,355.38,-50.0,8.0659,8.0828,19.5654,-0.908109,-0.862144,-21.4748,0,196,30.7,0,19.3856,4.77282,0,0,0,0,2023-03-16 15:06:35,16.950666666666667,-37.66116666666667,35.35996388937034
893,2023/3/16 15:21:35,-3740.29,1656.97,0,114.34,28.17,46.3,35.6,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,51.33,0.0,93.68,0.11,358.48,1.35,13.9,0.02,30.96,0.041,51.33,0.0,101.09,0.1,356.27,0.65,14.1,0.03,31.32,0.079,3642410.0,3879820.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,-20.0,0.0,20.0,0.0,-50.0,0.0,-5.0,0.0,-4.0,0.0,0.0,0.0,0.974737,0.708325,356.23,-50.0,8.0693,8.0841,19.5638,-0.907913,-0.862068,-21.4748,0,195,30.7,0,19.4131,4.74725,0,0,0,0,2023-03-16 15:21:35,16.9495,-37.6715,35.124242765069056
892,2023/3/16 15:36:35,-3740.9,1656.56,0,114.35,28.26,46.3,35.8,51.33,0.0,104.27,0.01,0.0,0.43,13.8,0.0,30.89,0.046,3981670.0,3881070.0,51.33,0.0,95.46,0.02,402.7,0.64,13.9,0.02,30.87,0.049,51.33,0.0,100.95,0.03,400.47,0.79,14.1,0.02,31.21,0.093,3612330.0,3879780.0,51.33,0.0,100.95,0.03,399.68,0.72,14.4,0.03,31.32,0.058,3612310.0,3879680.0,51.33,0.007,93.71,0.1,358.82,1.15,13.8,0.03,30.89,0.04,51.33,0.0,101.07,0.13,356.52,0.88,14.1,0.02,31.23,0.084,3641820.0,3879780.0,51.33,0.0,93.51,0.01,416.95,0.79,13.7,0.03,30.88,0.047,51.33,0.0,100.98,0.03,414.05,0.9,14.0,0.03,31.23,0.078,3602530.0,3879630.0,0.974737,0.707411,356.47,413.99,8.0703,8.0818,19.9523,-0.907785,-0.861914,-21.4748,0,196,30.5,0,19.8972,4.82972,0,0,0,0,2023-03-16 15:36:35,16.942666666666664,-37.681666666666665,35.397574696207535
